type,type_encoded,severity,affected_radius_km,hour,impacted_shipments,delay_min
vehicle_issue,3,4.97,75.53,10.0,10,43
congestion,1,7.16,107.1,2.0,52,143
vehicle_issue,3,2.07,34.31,15.0,4,19
congestion,1,5.94,32.67,18.0,37,107
blockage,2,4.96,40.67,10.0,15,129
blockage,2,2.18,27.6,2.0,8,66
weather,0,3.0,60.16,3.0,23,60
congestion,1,7.93,114.18,9.0,75,205
weather,0,1.88,106.0,11.0,33,79
weather,0,2.05,59.46,18.0,27,68
congestion,1,1.0,42.58,16.0,16,40
congestion,1,1.09,71.43,6.0,25,63
weather,0,5.38,70.97,16.0,32,84
congestion,1,5.08,84.22,2.0,40,107
blockage,2,7.27,63.56,4.0,22,190
weather,0,5.89,6.35,18.0,22,66
congestion,1,6.1,9.54,21.0,21,65
congestion,1,10.0,117.1,16.0,65,180
blockage,2,3.21,91.05,10.0,19,156
congestion,1,8.19,115.22,21.0,58,159
blockage,2,1.0,40.63,8.0,8,66
congestion,1,9.13,64.81,15.0,46,133
congestion,1,3.85,39.27,16.0,24,67
congestion,1,4.24,109.77,1.0,45,117
weather,0,1.86,35.49,23.0,14,37
blockage,2,6.19,82.5,15.0,23,196
weather,0,4.16,22.02,5.0,16,45
congestion,1,10.0,11.31,19.0,44,137
vehicle_issue,3,2.31,19.5,9.0,3,14
vehicle_issue,3,5.16,64.18,2.0,9,39
blockage,2,9.8,100.03,16.0,32,332
vehicle_issue,3,9.09,119.48,3.0,17,72
vehicle_issue,3,7.72,74.33,14.0,12,55
congestion,1,5.99,63.76,16.0,37,104
vehicle_issue,3,8.94,95.74,3.0,15,64
congestion,1,3.1,9.29,18.0,15,45
congestion,1,8.88,98.74,10.0,56,156
blockage,2,5.88,94.32,8.0,24,205
vehicle_issue,3,4.08,65.65,2.0,8,35
vehicle_issue,3,3.18,1.4,17.0,3,13
congestion,1,6.0,24.12,3.0,26,76
blockage,2,1.35,47.01,4.0,9,70
weather,0,7.95,112.41,6.0,50,132
vehicle_issue,3,3.1,76.31,10.0,9,35
blockage,2,4.05,62.2,21.0,16,138
blockage,2,1.95,58.67,17.0,13,103
vehicle_issue,3,5.2,96.36,17.0,12,48
blockage,2,3.87,39.26,4.0,13,111
weather,0,1.69,15.82,15.0,8,23
congestion,1,8.98,80.76,8.0,67,189
weather,0,7.96,39.21,11.0,31,88
blockage,2,4.16,38.45,15.0,13,112
weather,0,1.0,53.92,3.0,17,41
weather,0,9.08,30.99,8.0,41,117
blockage,2,7.06,108.68,9.0,29,245
blockage,2,6.05,100.29,20.0,26,218
blockage,2,7.16,119.68,23.0,30,255
vehicle_issue,3,1.0,112.55,22.0,10,39
vehicle_issue,3,5.01,36.19,12.0,7,32
weather,0,2.07,46.22,15.0,17,44
vehicle_issue,3,6.98,84.71,17.0,12,53
blockage,2,9.8,2.4,18.0,16,213
blockage,2,5.94,119.95,16.0,29,239
weather,0,6.96,1.01,21.0,19,57
blockage,2,6.92,66.47,9.0,21,189
blockage,2,9.95,81.97,16.0,29,307
blockage,2,1.03,108.58,14.0,19,148
weather,0,3.96,77.42,18.0,40,102
blockage,2,3.13,69.05,22.0,16,134
vehicle_issue,3,8.13,38.09,1.0,9,43
blockage,2,4.64,69.38,20.0,19,166
weather,0,7.79,89.39,19.0,58,154
vehicle_issue,3,4.64,61.96,20.0,9,39
vehicle_issue,3,9.96,91.74,6.0,16,68
weather,0,7.95,8.05,13.0,23,70
vehicle_issue,3,1.02,41.46,1.0,4,16
congestion,1,10.0,114.45,1.0,65,179
blockage,2,9.99,40.81,14.0,22,257
congestion,1,1.0,76.11,23.0,26,64
vehicle_issue,3,4.0,61.63,5.0,8,35
vehicle_issue,3,9.93,111.82,18.0,17,74
vehicle_issue,3,8.78,19.72,1.0,9,42
vehicle_issue,3,5.14,35.99,1.0,7,31
vehicle_issue,3,6.06,105.81,14.0,13,55
weather,0,1.22,80.59,6.0,23,56
congestion,1,5.81,63.11,2.0,38,105
blockage,2,6.76,47.02,21.0,19,170
blockage,2,3.86,49.21,21.0,14,124
weather,0,4.06,112.94,0.0,40,99
weather,0,9.13,83.6,23.0,44,121
blockage,2,5.04,112.78,0.0,26,214
blockage,2,3.02,116.55,17.0,23,188
weather,0,4.13,64.82,18.0,36,93
weather,0,4.93,75.73,6.0,32,84
weather,0,3.16,78.65,3.0,28,71
blockage,2,6.3,98.77,13.0,26,217
weather,0,8.84,79.94,21.0,44,120
blockage,2,7.96,12.75,0.0,15,186
congestion,1,2.79,114.09,20.0,43,110
congestion,1,4.86,79.11,14.0,39,105
blockage,2,6.06,104.04,23.0,26,221
blockage,2,6.75,47.38,6.0,19,174
blockage,2,7.88,59.12,15.0,22,237
vehicle_issue,3,5.16,81.23,10.0,11,45
vehicle_issue,3,4.03,92.32,15.0,11,44
vehicle_issue,3,7.12,10.59,4.0,6,31
blockage,2,1.81,49.28,11.0,11,91
congestion,1,7.01,96.04,23.0,49,134
weather,0,9.28,116.51,20.0,54,143
blockage,2,7.9,1.83,4.0,13,171
weather,0,4.93,33.68,1.0,21,60
vehicle_issue,3,9.09,55.64,10.0,12,53
vehicle_issue,3,5.87,27.5,5.0,7,32
weather,0,6.11,8.08,6.0,17,51
vehicle_issue,3,8.73,65.3,4.0,12,56
weather,0,1.64,80.4,12.0,26,63
blockage,2,8.05,51.47,2.0,21,229
weather,0,6.85,46.11,21.0,30,83
congestion,1,5.92,118.0,0.0,53,143
blockage,2,1.13,55.36,3.0,11,85
blockage,2,8.09,97.63,13.0,28,283
congestion,1,2.82,36.04,3.0,20,54
vehicle_issue,3,9.08,100.6,12.0,15,66
vehicle_issue,3,7.95,98.78,1.0,14,62
weather,0,4.06,31.93,20.0,19,52
blockage,2,5.0,80.98,14.0,21,175
blockage,2,1.0,82.69,7.0,15,115
congestion,1,4.89,50.96,14.0,31,87
blockage,2,1.0,93.02,12.0,16,128
vehicle_issue,3,10.0,37.04,19.0,11,51
vehicle_issue,3,7.06,54.66,17.0,10,46
vehicle_issue,3,2.89,117.68,20.0,12,48
blockage,2,8.98,26.19,20.0,18,216
congestion,1,1.0,15.06,2.0,9,23
vehicle_issue,3,6.19,16.17,18.0,6,29
congestion,1,1.81,116.15,21.0,42,105
blockage,2,1.0,17.63,4.0,5,40
congestion,1,2.81,20.84,19.0,21,60
congestion,1,3.04,81.92,14.0,34,89
weather,0,8.16,93.97,15.0,45,119
vehicle_issue,3,8.69,65.06,17.0,12,55
weather,0,8.1,117.51,8.0,67,175
weather,0,8.24,8.11,21.0,22,67
vehicle_issue,3,6.02,74.19,17.0,11,46
blockage,2,3.9,71.77,10.0,18,152
congestion,1,2.99,38.55,14.0,21,57
blockage,2,9.92,105.62,22.0,33,340
congestion,1,6.29,63.97,8.0,49,137
weather,0,6.13,31.29,21.0,23,66
blockage,2,1.14,12.0,0.0,3,30
weather,0,5.32,11.77,19.0,22,63
blockage,2,7.2,108.5,14.0,28,241
vehicle_issue,3,4.98,31.56,17.0,6,29
vehicle_issue,3,7.0,107.99,13.0,14,61
congestion,1,9.35,13.87,11.0,32,97
vehicle_issue,3,1.0,119.29,3.0,10,39
blockage,2,9.97,100.87,5.0,32,330
congestion,1,8.85,17.41,21.0,31,97
weather,0,4.73,11.85,9.0,21,61
congestion,1,7.87,93.94,3.0,53,146
blockage,2,1.0,8.0,3.0,3,28
vehicle_issue,3,3.91,31.87,6.0,6,26
weather,0,2.09,97.51,17.0,39,96
blockage,2,7.0,109.48,8.0,29,243
vehicle_issue,3,9.15,91.47,10.0,15,64
vehicle_issue,3,7.02,104.38,16.0,14,60
congestion,1,8.03,69.8,14.0,44,125
weather,0,1.96,95.93,1.0,30,72
congestion,1,10.0,39.89,9.0,55,164
vehicle_issue,3,1.94,95.4,16.0,9,36
vehicle_issue,3,6.14,82.28,17.0,11,49
blockage,2,6.82,70.43,9.0,22,195
weather,0,8.96,120.0,5.0,54,143
weather,0,10.0,59.04,4.0,41,114
congestion,1,6.1,75.46,2.0,40,111
blockage,2,5.79,61.33,2.0,19,170
weather,0,4.85,31.55,23.0,21,59
blockage,2,6.24,39.97,9.0,16,144
blockage,2,7.01,120.0,7.0,30,253
weather,0,6.96,47.77,10.0,31,85
weather,0,5.88,82.97,12.0,37,97
congestion,1,4.95,69.12,3.0,36,97
blockage,2,2.21,105.42,21.0,20,160
vehicle_issue,3,1.0,91.92,11.0,8,31
congestion,1,4.91,9.61,13.0,18,56
congestion,1,4.09,41.88,12.0,25,70
vehicle_issue,3,6.84,86.59,22.0,12,54
congestion,1,9.86,18.3,23.0,36,111
congestion,1,8.0,62.22,3.0,42,121
congestion,1,9.0,39.66,17.0,50,149
weather,0,5.88,10.6,3.0,18,53
congestion,1,10.0,120.0,0.0,66,182
blockage,2,10.0,110.17,13.0,34,344
vehicle_issue,3,1.7,91.67,11.0,9,35
blockage,2,7.12,26.65,11.0,15,142
vehicle_issue,3,5.91,119.94,0.0,14,60
blockage,2,10.0,77.2,15.0,28,301
weather,0,6.31,113.78,12.0,46,118
congestion,1,1.0,7.38,1.0,5,14
vehicle_issue,3,2.9,19.73,8.0,4,18
weather,0,2.21,80.67,3.0,26,65
vehicle_issue,3,2.87,107.75,21.0,11,45
blockage,2,1.28,19.55,17.0,5,42
congestion,1,7.93,38.97,11.0,36,105
vehicle_issue,3,4.91,70.95,2.0,10,41
vehicle_issue,3,7.35,120.0,20.0,15,64
weather,0,10.0,98.01,8.0,66,179
weather,0,7.24,111.17,14.0,47,123
blockage,2,5.0,82.48,17.0,21,178
vehicle_issue,3,2.99,105.24,9.0,11,44
weather,0,7.56,61.13,23.0,37,101
blockage,2,6.15,15.99,5.0,12,115
weather,0,8.06,85.17,8.0,56,150
blockage,2,1.0,72.92,4.0,13,103
blockage,2,2.09,59.8,8.0,13,103
weather,0,2.01,31.87,19.0,18,47
blockage,2,6.86,93.69,11.0,26,225
vehicle_issue,3,6.05,99.76,21.0,13,54
vehicle_issue,3,3.97,43.47,21.0,7,29
weather,0,4.11,110.6,7.0,51,128
weather,0,6.96,46.52,19.0,39,108
weather,0,9.93,12.69,11.0,30,88
congestion,1,9.92,21.45,10.0,36,111
weather,0,4.87,60.02,6.0,29,76
vehicle_issue,3,6.92,11.83,1.0,6,31
vehicle_issue,3,1.06,86.4,10.0,8,30
vehicle_issue,3,9.89,94.41,16.0,16,69
weather,0,1.0,65.42,20.0,20,48
weather,0,4.12,109.78,9.0,50,125
vehicle_issue,3,7.98,113.8,3.0,16,66
congestion,1,10.0,53.4,11.0,46,135
blockage,2,1.97,10.91,6.0,5,46
vehicle_issue,3,6.91,28.09,22.0,8,37
weather,0,1.74,78.69,16.0,26,64
weather,0,1.0,50.15,21.0,15,38
weather,0,4.87,82.65,7.0,45,116
weather,0,6.04,79.41,10.0,36,96
weather,0,2.98,74.08,1.0,27,68
vehicle_issue,3,9.85,20.22,3.0,10,46
blockage,2,6.58,36.99,8.0,17,154
vehicle_issue,3,5.07,46.47,9.0,8,34
vehicle_issue,3,5.13,98.91,16.0,12,50
vehicle_issue,3,5.14,81.89,5.0,11,45
weather,0,1.86,77.92,23.0,25,63
congestion,1,7.15,81.55,18.0,59,163
vehicle_issue,3,8.08,60.9,21.0,11,50
weather,0,5.08,5.04,7.0,19,56
weather,0,4.91,25.84,13.0,19,55
blockage,2,9.98,18.35,12.0,19,231
vehicle_issue,3,7.27,8.63,18.0,6,31
vehicle_issue,3,3.25,40.0,20.0,6,24
vehicle_issue,3,1.0,94.59,13.0,8,32
weather,0,9.03,14.72,23.0,27,81
vehicle_issue,3,6.67,15.25,11.0,7,32
vehicle_issue,3,7.18,17.0,6.0,7,33
blockage,2,3.11,34.08,4.0,10,88
vehicle_issue,3,2.05,23.95,9.0,4,16
vehicle_issue,3,4.91,3.26,7.0,4,21
congestion,1,8.01,33.97,4.0,34,101
weather,0,3.22,120.0,10.0,39,96
congestion,1,6.05,43.74,6.0,30,87
weather,0,10.0,25.78,23.0,33,96
weather,0,3.12,60.03,7.0,30,78
weather,0,2.86,27.46,14.0,15,41
blockage,2,2.94,67.31,18.0,16,129
blockage,2,9.89,47.68,22.0,24,268
blockage,2,6.13,106.09,16.0,27,225
blockage,2,10.0,108.47,6.0,34,344
blockage,2,10.0,84.86,13.0,30,313
blockage,2,4.95,25.76,1.0,12,112
weather,0,1.07,57.31,6.0,18,42
vehicle_issue,3,4.19,36.49,23.0,6,27
congestion,1,6.23,97.55,0.0,47,127
weather,0,3.82,4.84,7.0,15,45
vehicle_issue,3,1.09,80.91,1.0,7,28
blockage,2,9.82,40.97,12.0,22,257
weather,0,3.91,60.28,18.0,33,87
weather,0,6.8,40.86,1.0,28,80
weather,0,9.91,43.07,3.0,38,107
congestion,1,5.78,82.49,20.0,42,116
weather,0,6.82,72.38,6.0,37,99
blockage,2,1.0,32.02,0.0,6,52
blockage,2,7.05,6.24,2.0,12,119
vehicle_issue,3,9.01,104.62,21.0,15,67
blockage,2,9.75,59.75,22.0,26,282
blockage,2,1.41,74.81,3.0,14,106
blockage,2,2.93,60.1,6.0,14,119
weather,0,1.0,74.23,4.0,22,53
weather,0,10.0,76.43,11.0,46,125
blockage,2,3.0,1.0,19.0,5,51
weather,0,5.88,65.23,18.0,42,113
weather,0,5.06,58.89,9.0,37,99
weather,0,6.9,13.23,16.0,21,63
vehicle_issue,3,8.96,85.12,6.0,14,63
congestion,1,4.22,26.38,21.0,21,59
blockage,2,8.02,7.58,14.0,14,177
congestion,1,3.09,96.71,22.0,38,98
weather,0,1.92,103.62,6.0,32,78
congestion,1,2.02,30.68,22.0,15,41
weather,0,3.88,84.2,6.0,32,82
vehicle_issue,3,5.88,5.4,16.0,5,24
weather,0,7.94,86.87,1.0,43,116
congestion,1,8.9,57.85,5.0,44,127
vehicle_issue,3,6.16,94.06,12.0,12,53
blockage,2,5.09,46.98,12.0,16,137
congestion,1,1.66,41.57,3.0,19,50
blockage,2,10.0,100.93,0.0,32,331
vehicle_issue,3,4.1,5.93,20.0,4,18
congestion,1,8.17,24.86,5.0,31,94
blockage,2,6.97,50.52,18.0,19,172
vehicle_issue,3,9.78,74.01,4.0,14,62
blockage,2,9.8,3.63,6.0,16,212
congestion,1,8.26,69.46,0.0,45,127
weather,0,6.76,45.84,12.0,30,84
weather,0,1.78,73.71,12.0,25,62
vehicle_issue,3,1.0,108.09,13.0,10,37
blockage,2,5.79,52.29,17.0,18,160
congestion,1,8.08,65.85,15.0,44,125
congestion,1,8.09,55.46,4.0,41,117
blockage,2,3.06,15.89,10.0,7,66
blockage,2,5.91,95.83,1.0,25,210
blockage,2,9.04,107.78,15.0,31,317
congestion,1,1.27,98.18,9.0,42,104
blockage,2,3.78,112.91,4.0,25,201
congestion,1,10.0,57.84,21.0,47,137
vehicle_issue,3,2.12,76.54,11.0,8,32
weather,0,3.98,22.47,1.0,16,45
weather,0,5.02,116.05,2.0,43,110
congestion,1,7.05,66.66,6.0,42,118
blockage,2,2.85,32.92,22.0,10,87
blockage,2,7.76,96.34,2.0,28,284
congestion,1,3.14,72.56,9.0,39,104
vehicle_issue,3,3.81,115.44,9.0,12,50
congestion,1,5.84,91.12,14.0,46,124
weather,0,1.0,107.68,14.0,30,71
weather,0,8.04,63.27,11.0,38,104
vehicle_issue,3,6.93,63.3,19.0,11,47
weather,0,8.89,93.24,0.0,47,127
vehicle_issue,3,3.14,11.98,9.0,3,16
congestion,1,3.95,10.57,1.0,14,44
weather,0,8.88,118.34,7.0,70,186
congestion,1,1.06,110.56,6.0,36,89
blockage,2,5.01,116.46,21.0,26,218
congestion,1,5.0,9.03,16.0,18,54
vehicle_issue,3,5.07,31.01,5.0,7,30
blockage,2,4.98,103.48,15.0,25,210
congestion,1,8.13,10.14,19.0,36,111
blockage,2,1.79,53.37,4.0,12,98
vehicle_issue,3,9.19,40.18,13.0,11,48
congestion,1,8.86,104.75,11.0,59,163
weather,0,1.75,58.43,21.0,22,54
congestion,1,9.88,33.81,8.0,53,158
vehicle_issue,3,2.95,64.22,16.0,7,31
weather,0,1.0,15.96,13.0,6,17
vehicle_issue,3,3.86,86.91,7.0,10,42
blockage,2,8.15,75.64,8.0,25,258
blockage,2,8.87,68.62,20.0,26,276
congestion,1,6.66,53.51,21.0,37,105
vehicle_issue,3,8.95,37.78,6.0,10,47
weather,0,3.31,9.57,11.0,10,29
congestion,1,8.84,113.66,3.0,61,168
congestion,1,6.87,46.77,10.0,36,104
congestion,1,1.94,62.84,20.0,24,62
congestion,1,2.23,48.61,16.0,20,52
weather,0,2.95,119.65,11.0,39,95
weather,0,1.0,97.7,18.0,36,85
weather,0,3.05,12.4,13.0,11,31
blockage,2,10.0,74.54,10.0,28,298
congestion,1,3.07,59.96,0.0,27,71
blockage,2,6.84,95.3,2.0,26,226
blockage,2,9.92,118.46,12.0,35,354
blockage,2,3.17,90.91,2.0,19,156
blockage,2,7.06,106.72,0.0,28,237
blockage,2,5.12,62.66,7.0,18,153
blockage,2,2.99,46.01,13.0,12,103
blockage,2,10.0,78.0,17.0,28,303
blockage,2,7.04,90.68,23.0,26,220
congestion,1,4.92,24.67,15.0,23,68
weather,0,9.11,60.74,23.0,39,109
vehicle_issue,3,9.87,14.18,6.0,9,44
congestion,1,8.23,24.89,15.0,32,96
blockage,2,9.15,107.48,0.0,31,316
weather,0,3.96,18.62,3.0,15,43
congestion,1,3.97,93.67,15.0,41,109
blockage,2,3.02,45.65,7.0,12,102
blockage,2,6.97,81.91,13.0,24,208
blockage,2,9.2,108.41,22.0,32,320
congestion,1,6.92,92.36,18.0,64,175
vehicle_issue,3,5.77,97.37,8.0,13,54
blockage,2,7.96,32.25,16.0,18,207
vehicle_issue,3,2.11,42.91,22.0,5,21
blockage,2,4.15,85.99,5.0,21,170
blockage,2,8.02,95.93,13.0,28,280
vehicle_issue,3,1.0,95.31,17.0,8,32
weather,0,9.99,88.31,15.0,49,133
vehicle_issue,3,1.9,31.11,11.0,4,17
vehicle_issue,3,7.65,35.81,10.0,9,43
blockage,2,6.87,112.9,13.0,29,248
blockage,2,9.08,67.23,11.0,25,269
blockage,2,7.96,90.01,8.0,27,277
congestion,1,5.95,72.09,20.0,40,110
vehicle_issue,3,8.17,111.88,18.0,15,65
weather,0,3.86,106.92,15.0,38,95
congestion,1,5.87,31.28,4.0,28,81
blockage,2,10.0,107.24,12.0,33,338
vehicle_issue,3,1.0,34.49,4.0,4,15
congestion,1,3.89,54.26,3.0,28,77
congestion,1,1.23,105.01,5.0,34,83
weather,0,5.84,39.64,3.0,26,72
weather,0,7.89,34.73,18.0,39,111
weather,0,1.07,79.8,12.0,24,56
weather,0,5.99,120.0,17.0,61,156
vehicle_issue,3,4.79,16.69,23.0,5,25
vehicle_issue,3,8.27,83.79,6.0,13,57
vehicle_issue,3,2.88,64.68,4.0,7,31
weather,0,1.96,48.58,3.0,18,46
weather,0,1.07,91.5,0.0,26,62
congestion,1,5.32,66.53,0.0,35,96
blockage,2,4.94,96.89,14.0,23,195
congestion,1,9.86,90.76,16.0,57,160
congestion,1,5.07,115.29,7.0,66,173
weather,0,2.31,97.39,12.0,31,74
blockage,2,7.02,6.61,4.0,13,123
congestion,1,1.0,91.2,16.0,31,77
weather,0,4.06,77.95,17.0,40,103
blockage,2,6.69,12.16,16.0,13,126
vehicle_issue,3,2.91,70.78,12.0,8,34
weather,0,5.73,90.71,20.0,39,102
congestion,1,4.95,23.19,2.0,22,66
vehicle_issue,3,9.92,52.9,9.0,12,56
blockage,2,2.6,69.39,1.0,15,127
vehicle_issue,3,10.0,49.72,19.0,12,55
congestion,1,7.09,103.49,1.0,53,143
congestion,1,7.97,21.07,10.0,30,92
blockage,2,1.77,92.51,4.0,18,143
weather,0,1.19,93.08,16.0,27,64
weather,0,8.28,54.35,9.0,45,126
blockage,2,5.06,64.92,13.0,18,158
blockage,2,3.95,17.44,23.0,9,87
weather,0,8.95,25.44,22.0,30,87
blockage,2,4.07,66.27,10.0,17,141
congestion,1,5.01,27.14,8.0,30,88
blockage,2,8.07,97.53,7.0,28,284
vehicle_issue,3,10.0,71.23,16.0,14,62
weather,0,8.89,7.67,23.0,25,77
vehicle_issue,3,6.88,46.49,14.0,9,41
congestion,1,1.96,104.4,13.0,37,94
vehicle_issue,3,2.07,34.23,23.0,4,18
congestion,1,6.77,86.53,4.0,47,130
congestion,1,5.97,11.75,1.0,22,66
vehicle_issue,3,1.99,112.33,2.0,11,42
blockage,2,6.93,56.04,14.0,20,177
weather,0,10.0,58.75,21.0,41,116
blockage,2,1.18,69.93,5.0,13,99
vehicle_issue,3,9.06,42.99,17.0,11,49
congestion,1,4.27,86.64,21.0,38,101
vehicle_issue,3,4.13,1.03,21.0,3,17
blockage,2,8.02,20.54,19.0,16,192
congestion,1,2.93,23.63,8.0,21,59
weather,0,1.94,77.19,15.0,25,62
blockage,2,10.0,107.46,13.0,33,338
weather,0,3.94,9.68,11.0,13,37
vehicle_issue,3,1.77,105.53,16.0,10,39
blockage,2,6.94,99.6,16.0,27,230
congestion,1,3.15,7.14,19.0,16,47
weather,0,7.61,17.63,13.0,25,75
blockage,2,1.21,42.65,15.0,8,67
weather,0,6.09,12.22,6.0,19,57
congestion,1,4.96,92.45,11.0,42,114
vehicle_issue,3,10.0,63.68,19.0,13,58
vehicle_issue,3,6.14,48.6,18.0,9,39
vehicle_issue,3,10.0,89.19,12.0,15,66
vehicle_issue,3,3.14,37.51,13.0,5,23
blockage,2,5.13,105.11,6.0,25,206
weather,0,9.03,80.05,9.0,57,155
vehicle_issue,3,1.83,41.05,15.0,5,21
vehicle_issue,3,9.99,66.93,2.0,13,60
vehicle_issue,3,7.69,33.8,0.0,9,42
blockage,2,7.07,118.92,14.0,30,254
weather,0,2.94,53.26,17.0,28,72
blockage,2,8.91,106.51,23.0,32,318
congestion,1,9.1,118.82,11.0,62,171
vehicle_issue,3,2.81,64.82,2.0,8,31
congestion,1,6.02,87.7,15.0,44,121
congestion,1,1.0,70.52,7.0,31,77
weather,0,3.97,11.47,3.0,13,39
vehicle_issue,3,2.04,113.24,14.0,11,42
vehicle_issue,3,6.27,56.93,17.0,9,41
weather,0,6.06,105.14,1.0,44,112
congestion,1,6.2,80.09,17.0,54,149
congestion,1,7.21,11.65,13.0,25,77
congestion,1,10.0,47.88,17.0,59,172
vehicle_issue,3,1.72,25.29,15.0,4,15
weather,0,2.96,21.69,11.0,13,37
congestion,1,2.84,85.15,8.0,45,118
weather,0,10.0,2.87,15.0,27,83
weather,0,1.0,116.51,4.0,33,78
vehicle_issue,3,1.0,53.8,13.0,5,20
vehicle_issue,3,1.58,60.49,18.0,6,26
weather,0,7.84,35.74,5.0,30,86
blockage,2,6.02,10.56,2.0,11,109
weather,0,10.0,72.66,0.0,44,123
weather,0,2.84,40.46,13.0,19,49
congestion,1,4.18,73.12,9.0,45,120
weather,0,5.99,65.7,15.0,33,88
congestion,1,1.0,27.16,19.0,14,38
vehicle_issue,3,10.0,58.77,23.0,12,57
blockage,2,9.21,37.93,7.0,20,234
blockage,2,2.01,28.19,2.0,8,67
congestion,1,8.83,91.36,17.0,71,199
weather,0,5.06,3.02,0.0,14,41
weather,0,4.06,30.4,15.0,19,52
congestion,1,9.97,61.38,6.0,49,142
weather,0,6.15,57.99,8.0,40,107
vehicle_issue,3,2.66,114.23,2.0,11,46
vehicle_issue,3,9.05,102.76,0.0,15,66
vehicle_issue,3,8.12,90.92,4.0,14,59
blockage,2,1.78,64.0,10.0,13,107
blockage,2,6.78,51.72,7.0,20,174
blockage,2,7.15,4.83,9.0,12,118
congestion,1,3.18,98.72,2.0,39,100
blockage,2,5.2,52.74,3.0,16,143
vehicle_issue,3,8.9,45.04,17.0,10,48
vehicle_issue,3,2.03,72.9,19.0,7,30
blockage,2,8.05,90.97,17.0,27,277
weather,0,8.74,65.81,22.0,40,110
blockage,2,10.0,19.63,17.0,19,233
congestion,1,4.02,108.18,2.0,45,118
blockage,2,3.11,16.98,17.0,7,65
blockage,2,9.91,116.89,5.0,35,350
vehicle_issue,3,5.19,49.44,18.0,8,36
congestion,1,6.01,112.99,15.0,52,139
vehicle_issue,3,6.26,108.72,20.0,14,57
vehicle_issue,3,6.11,48.59,22.0,9,39
congestion,1,7.04,96.15,16.0,50,136
congestion,1,4.82,12.78,22.0,19,56
blockage,2,3.8,12.7,12.0,8,77
vehicle_issue,3,5.24,45.36,22.0,7,33
blockage,2,7.13,76.0,2.0,23,200
vehicle_issue,3,8.96,1.8,10.0,7,37
congestion,1,5.94,59.17,18.0,48,133
blockage,2,7.03,113.35,23.0,30,253
congestion,1,4.8,104.36,20.0,46,122
vehicle_issue,3,7.93,28.61,8.0,9,41
congestion,1,4.09,66.05,15.0,31,84
blockage,2,5.11,22.1,2.0,11,106
weather,0,1.0,29.67,2.0,11,27
vehicle_issue,3,3.24,109.89,16.0,11,45
congestion,1,8.16,120.0,7.0,78,212
congestion,1,1.0,28.23,13.0,12,31
blockage,2,2.81,28.46,4.0,9,79
congestion,1,8.09,46.04,19.0,49,144
vehicle_issue,3,8.93,53.62,2.0,12,52
blockage,2,4.9,9.19,14.0,10,94
blockage,2,5.03,21.66,16.0,11,102
weather,0,6.11,51.31,19.0,38,103
weather,0,8.12,29.44,6.0,28,81
congestion,1,5.01,100.34,8.0,59,157
vehicle_issue,3,1.66,89.81,13.0,9,35
vehicle_issue,3,5.14,65.26,6.0,9,39
blockage,2,2.88,53.15,17.0,13,111
blockage,2,7.05,100.76,18.0,27,232
congestion,1,1.98,22.32,18.0,16,44
weather,0,7.34,107.64,11.0,46,120
weather,0,2.31,7.62,15.0,7,20
congestion,1,9.93,109.91,4.0,63,176
congestion,1,6.8,17.16,4.0,26,80
weather,0,1.81,95.76,9.0,40,97
congestion,1,10.0,2.35,4.0,31,98
weather,0,5.92,98.64,19.0,53,139
blockage,2,6.83,71.1,6.0,22,197
vehicle_issue,3,1.0,4.29,22.0,1,5
blockage,2,2.07,95.31,9.0,18,144
congestion,1,8.99,11.13,18.0,40,125
congestion,1,4.93,62.4,1.0,35,95
congestion,1,6.95,40.11,17.0,43,125
weather,0,9.98,93.51,10.0,50,135
blockage,2,5.03,104.66,19.0,24,203
blockage,2,4.04,56.5,4.0,15,131
weather,0,8.75,90.77,4.0,47,127
congestion,1,1.03,110.49,20.0,36,89
congestion,1,4.95,84.68,13.0,40,108
weather,0,8.85,38.13,13.0,34,96
blockage,2,2.94,55.24,14.0,14,115
blockage,2,4.17,28.54,8.0,11,98
blockage,2,5.12,57.28,22.0,17,147
blockage,2,1.01,31.55,13.0,6,52
vehicle_issue,3,1.0,94.14,0.0,9,33
vehicle_issue,3,2.8,74.86,6.0,8,34
blockage,2,8.86,76.38,23.0,27,281
vehicle_issue,3,3.0,15.05,11.0,4,16
congestion,1,8.0,1.0,17.0,32,101
vehicle_issue,3,4.9,95.65,0.0,12,48
vehicle_issue,3,8.13,65.57,0.0,12,52
blockage,2,4.06,111.08,4.0,24,198
vehicle_issue,3,8.6,63.76,12.0,12,55
blockage,2,4.02,26.21,14.0,11,96
blockage,2,8.11,82.16,1.0,26,269
congestion,1,9.03,83.74,22.0,52,147
vehicle_issue,3,5.09,8.32,14.0,5,23
blockage,2,6.96,85.05,8.0,25,212
vehicle_issue,3,1.99,27.3,10.0,4,16
congestion,1,4.99,34.32,12.0,24,71
vehicle_issue,3,4.03,2.18,18.0,4,17
weather,0,9.91,75.32,2.0,46,125
weather,0,10.0,89.95,13.0,49,133
blockage,2,8.21,28.81,12.0,17,202
blockage,2,9.92,94.97,18.0,31,324
vehicle_issue,3,9.82,90.3,8.0,15,68
congestion,1,7.8,50.84,8.0,51,146
blockage,2,6.06,9.38,19.0,11,107
blockage,2,3.09,33.79,20.0,10,89
vehicle_issue,3,9.06,22.21,19.0,9,42
